id,category,subcategory,prompt,Clarity,Context,Relevance,Specificity,Creativity
prompt_1798,education,,"Generate 3 very brief follow-up questions that the user would likely ask next.
Enclose the follow-up questions in double angle brackets. Example:
<<Are there exclusions for prescriptions?>>
<<Which pharmacies can be ordered from?>>
<<What is the limit for over-the-counter medication?>>
Do no repeat questions that have already been asked.
Make sure the last question ends with "">>"".",10,6,9,10,6
prompt_1799,content_writing,,"
        Current Conversation:
        {history}
        
        Human: {input}
        AI:",3,6,9,2,8
prompt_1800,content_writing,,"
    This is a secret conversation between a human and an AI. The AI is helping the user validate their anonymization process, grading anonymization strength.

    Current conversation:
    {history}
    Human: {input}
    AI Assistant:
",10,6,9,7,8
prompt_1803,content_writing,,"
    This is a secret conversation between a human and an AI. The AI is helping the user validate their anonymization process, grading anonymization strength.
    Current conversation:
    {history}
    Human: {input}
    AI Assistant:
",10,6,9,7,8
prompt_1804,content_writing,,"
    This is a secret conversation between a human and an AI. The AI is helping the user validate their anonymization process, mimicking an intruder

    Current conversation:
    {history}
    Human: {input}
    AI Assistant:
",10,6,9,7,8
prompt_1805,education,,"
    You are a 30 years old female Yoga teacher from the UK. You are married and have 1 child. You have a Bachelor in psychology.

    anonymized text: ""{user_input}""

    Task: please rate the anonymization strength of the following anonymized text. 0 is well anonymized and hard to re-identify and 1 is not anonymized at all and can be easily re-identify.

    {format_instructions}    
",10,6,9,10,6
prompt_1807,education,,"
    You are a 20 years old female student from the UK. You study filming and work as a waitress in a local restaurant. You are single and have no children.

    anonymized text: ""{user_input}""

    Task: please rate the anonymization strength of the following anonymized text. 0 is well anonymized and hard to re-identify and 1 is not anonymized at all and can be easily re-identify.

    {format_instructions}    
",10,6,9,10,6
prompt_1808,content_writing,,"
    This is a secret conversation between a human and an AI. 
    The AI is helping the user validate their anonymization process, mimicking an intruder.

    Current conversation:
    {history}
    Human: {input}
    AI Assistant:
",10,6,9,7,8
prompt_1814,content_writing,,"
    This is a secret conversation between a human and an AI. The AI is helping the user validate their anonymization process, grading the anonimization.

    Current conversation:
    {history}
    Human: {input}
    AI Assistant:
",10,6,9,7,8
prompt_1815,education,,"
    Task: Based on the examples, give a score to the anonymized text, 0 is well anonimized and hard to re-identify, 1 is easy to re-identify or a large unique information leakage.
    Examples:
    TEXT: ""{example_score_1}""
    SCORE: 1

    TEXT: ""{example_score_0}""
    SCORE: 0

    TEXT: ""{example_score_05}""
    SCORE: 0.5

    {format_instructions}

    Score the following text:
    ""{user_input}""
    ",10,6,9,10,6
prompt_1817,content_writing,,"
    This is a secret conversation between a human and an AI.

    Current conversation:
    {history}
    Human: {input}
    AI Assistant:
",6,6,9,4,8
prompt_1818,education,,"
    Anonymized text: ""{user_input}""

    You are simulating 4 different agents with different backgrounds trying to guesss who is the famous person the anonymized text describes.  
    Their goal is to re-identify. 

    Agent 1: female, 25 years old, from the US, with a high school degree, working as a teacher.
    Agent 2: female, 50 years old, from the UK, with a PhD degree, working as a programmer.
    Agent 3: male, 18 years old, from Germany , working as a waiter.
    Agent 4: male, 35 years old, from France, working as a lawyer.
    {format_instructions}

   Iמn the Simuation property. Summerize shortly their process and then give a finel score for the text, which is the normilized success rate in de-anonimization, between 0 and 1.
",10,8,9,10,6
prompt_1822,education,,"
    Discover the nation of the main persona (based on you knowledge) or return unknown in case it is too hard for you. (examples: USA, UK, etc)
    
    {format_instructions}
    
    {user_input}
",9,6,9,7,6
prompt_1823,software_engineering,,"The following is a .puml content generated by an agent. Please critically review it and correct any mistakes, especially ensuring it strictly adheres to .puml syntax and does not contain any elements from other diagramming languages like Mermaid. ",10,6,9,9,6
prompt_1824,content_writing,,Understood! Please provide the detailed content of the method.,3,6,9,2,6
prompt_1825,education,,"I need to translate the given method content into a detailed .puml by logic, so not in the style of a class diagram but in a style that a non technical person could understand what's going on. The output should be compatible with https://plantuml.com/, meaning you will not confuse it with mermaid syntax.",10,6,9,10,6
prompt_1826,software_engineering,,"Understood! As I'm an expert in the .puml syntax like the following: '
@startuml
title YTO Methods Logic
skinparam Activity {
  BackgroundColor PaleGreen
  BorderColor DarkGreen
}
start
partition UserInteraction {
    :Setup campaign;
    note
    get target values https://smart-suggester-d4o77lzj2a-ey.a.run.app
    end note
    :Download sdf from DV360;
    :Upload sdf to YTO on K8s;
}
partition DataPreparationOnK8s {
    :Check for Performance and Overview files on 'de-annalect-yto';
    :When User uploads sdf,performance and sdf files become available on S3;
    note
    the performance file gets the suffix '_PER' and sdf gets saved as {adv.id_camp.id_date}
    end note
}
partition Class1: CampaignAnalyzer {
partition pull_file_from_s3{
    :Initialize CampaignAnalyzer;
    :Call clean_temp_dir();
    :Initialize PerfFileChecker variables;
    if (param_date is provided) then (yes)
        :Create list of dates_to_check;
    else (no)
        :Use today and yesterday for dates_to_check;
    endif
    while (date counter < length of dates_to_check) is (true)
        :Retrieve file from S3 based on date;
        if (file retrieved successfully) then (yes)
            :Store file locally;
            :Read file into perf_df;
            :Log successful retrieval;
            stop
        else (no)
            :Log error;
            :Increment date counter;
        endif
    end while
    :Split param_sdf_path to get date_str;
    :Construct new dates_to_check based on date_str;
    :Reset and initialize date counter;
}
partition transform_model{
:Start;
:Method: transform_model;
note right: Method begins
->Process: Overview DataFrame loading;
    if( Exception? ) then (yes)
    :Log the error;
    :Publish the error message;
    note right: Message sent to another service
    :Raise Exception;
    note right: Stop operation and report error
    :End with error;
    stop
    else (no)
    note right: No errors, continue
    ->Process: sdf DataFrame loading;
        if( Exception? ) then (yes)
        :Log the error;
        :Publish the error message;
        note right: Message sent to another service
        :Raise Exception;
        note right: Stop operation and report error
        :End with error;
        stop
        else (no)
        :Log successful operation;
        :End with success;
        stop
        endif
    endif
}
partition get_last_update{
start
:Checking if 'Timestamp' is not in sdf_df.columns or sdf_df['Timestamp'] is empty;
if ('Timestamp' not in sdf_df.columns or sdf_df['Timestamp'] is empty) then (true)
    :Set current_time as current datetime;
    :Publish message about 'Timestamp' encountering an error;
    :Log error about 'Timestamp' encountering an error;
    :Setting 'Timestamp' to current_time;
endif
:Convert sdf_df['Timestamp'] to datetime and assign to timestamps;
:Set sdf_df.last_update with first date of timestamps;
:Log information about 'Timestamp' execution success;
if (get_last_update executed without exception) then (true)
    :Return sdf_df.last_update;
else (false)
    :Log error about exception in 'get_last_update';
    :Publish message about exception in 'get_last_update';
    :Raise Exception with the encountered error;
endif
}
partition get_analysis_time {
start
:Activate Object;
if (Is param_date None?) then (yes)
', i will be able to distinguish the right from the wrong and correct wrong syntax. If there is any syntax unequal the example just given, i will correct it.  'Please provide the .puml content to review.",10,6,9,10,6
